aid,view,danmaku,favorite,coin,share
37568918,5355,3,510,18,63
37561081,72,0,0,2,1
37554654,11548,18,282,32,165
37546068,218,0,3,2,0
37545643,270,0,4,10,0
37541212,147,0,0,3,1
37535804,13000,8,1169,80,131
37531902,1213,0,77,33,10
37531653,1033,0,92,15,5
37531772,1684,0,76,17,3
37523332,6077,2,157,28,92
37521894,1875,0,48,15,9
37518865,1742,2,291,20,25
37504985,1000,0,20,12,3
37400909,1040,0,8,1,0
37488907,437,0,51,17,1
37476446,419,0,13,6,10
36848413,173,0,28,6,2
37475036,5846,8,65,54,43
37463397,132,0,11,1,0
37464332,104,0,6,1,0
37463610,6692,0,392,41,39
37452694,4976,0,82,11,47
37448921,225,0,11,16,11
37445712,150,5,0,5,0
37441835,236,0,10,6,8
37437641,38,0,0,2,0
37435814,293,0,16,6,3
37419394,60,1,1,2,2
37400529,1512,2,31,6,15
38645852,125,1,1,6,0
38644945,606,1,1,1,1
38356424,1402,17,6,5,0
38628277,360,3,6,15,1
38631338,8742,38,37,56,3
38629592,1331,62,8,22,0
38601312,2630,41,43,74,5
38538634,785,9,4,10,0
38601096,214,10,8,12,1
38600147,81,21,2,6,1
38600994,321,0,2,8,1
38577526,1394,1,55,3,0
38599605,2341,24,28,2,0
38599811,5755,80,39,129,6
38599242,6208,83,34,102,2
38600409,43,0,2,4,0
38601500,205,1,2,4,1
38584950,8423,117,60,45,3
38600945,18,0,2,6,0
38597842,71,0,1,2,1
38597261,100,3,4,11,0
38579743,419,5,2,11,0
38599884,1063,5,7,5,1
38598090,19147,162,77,81,4
38595203,19143,97,113,219,2
38597956,77,1,1,4,0
38599189,30256,136,118,55,5
38559979,560,4,8,24,3
38597354,3548,60,38,58,2
38550118,1856,9,15,13,0
38595126,152,6,2,2,1
38595078,167,2,3,4,0
38595332,5941,100,142,151,2
38594529,22035,0,19,1,0
38594306,130,4,1,1,0
38595320,12,0,1,2,0
38596768,66,64,2,2,0
38595082,64,4,0,10,1
38595262,1139,5,9,7,1
38594412,5560,25,85,30,6
38591180,94,0,0,6,0
38593386,16987,305,279,352,8
38589415,8294,51,42,48,4
38556663,19242,366,325,421,34
38595223,32,0,0,2,0
38449095,6972,57,57,83,2
38594733,3438,13,78,6,3
38594357,305,2,4,6,2
38592034,35,10,1,2,1
38591657,191,27,3,4,0
38593028,150,0,2,6,0
38592742,107,0,0,2,0
38412443,1521,39,15,18,0
38590883,14948,14,35,26,1
38588360,32,0,2,2,0
38595293,100,0,0,1,0
38593515,8911,153,75,120,4
38592007,3936,0,3,4,1
38571494,1750,1,8,1,0
38558467,2079,2,18,8,3
38552497,40057,198,164,231,41
38551219,4922,37,76,59,9
38527320,4923,36,37,40,6
38591374,8591,64,27,22,3
38593429,1112,0,25,8,1
38592455,357,33,7,24,3
38589248,64,1,1,2,1
38592980,1286,1,8,6,1
38590669,3515,24,43,58,2
38592720,6846,61,18,19,4
38586935,44,0,2,3,1
38590172,29,0,0,2,0
38590196,13,0,1,2,0
38574681,5626,22,302,218,1
38536456,672848,7735,24752,48348,1617
38522873,1535,8,18,6,0
38589310,19517,666,812,401,47
38590400,36,0,3,2,0
38586114,3934,30,27,38,0
38588431,74,0,2,1,0
38591077,73,0,1,2,0
38590247,148,25,11,13,1
38590401,8802,55,62,69,5
38588333,39,0,1,2,0
38561125,3635,197,65,125,5
38567514,2262,8,29,6,1
38587600,37,0,2,2,0
38587505,24,0,0,2,0
38586123,9648,70,52,99,2
38588341,9927,24,103,56,8
38588132,2551,1,13,4,2
38521669,6391,9,113,10,11
38309509,16739,164,82,300,6
38583226,155,0,0,1,0
38587069,86,0,5,8,0
38588111,19,1,1,2,0
38587375,14,0,1,2,0
38587432,8,0,0,2,0
38585155,13717,107,141,196,9
38587989,40,0,1,2,0
38574493,39870,267,932,226,221
38552863,16193,291,62,98,11
38527226,3988,3,64,2,3
38585809,3104,0,13,33,1
38583224,3525,4,7,12,0
38583793,125,1,3,5,0
38581486,393,0,4,6,1
38585674,4115,5,20,6,2
38312994,674,5,11,14,0
38583733,1747,15,3,34,2
38581719,6814,59,67,80,1
38583453,26067,9,154,2,3
38580901,155,7,2,8,1
38581201,84,0,7,1,1
38578118,6603,111,34,5,2
38579924,84,0,4,2,3
38578717,1758,15,15,79,1
38579402,2262,10,5,1,0
38581259,5576,37,73,81,3
38578080,4648,13,21,50,0
38579503,767,0,25,2,1
37913643,44,0,2,2,0
38578826,1309,0,4,1,0
38578309,1930,9,14,15,0
38578467,4721,5,12,2,0
38577893,1798,31,4,12,0
38578916,53,3,3,6,0
38577186,65,6,3,2,1
38558419,83,2,2,1,0
38539361,223,1,2,2,0
38529992,2964,79,39,129,3
38576228,37673,18,91,107,15
38576399,42,0,2,1,0
38576031,9235,77,162,48,2
38577045,4828,50,68,10,2
38575846,607,0,36,13,2
38577525,41,0,1,4,0
38576424,409,0,1,6,0
38574820,410,11,1,5,0
38573621,203,3,1,6,0
38549009,17137,65,193,196,15
38531946,1815,0,5,1,0
38573260,391,23,5,22,2
38573956,1747,5,6,2,0
38573395,28,0,1,2,0
38562778,3584,39,49,2,2
38572353,57,0,1,2,0
38555218,138,3,3,14,2
38572284,2549,4,15,1,1
38356205,24858,218,76,28,6
38558198,31408,26,145,1,3
38559014,1515,14,4,4,5
38554993,56532,277,2269,1215,185
38407737,20820,281,153,372,41
38571413,359,23,7,12,1
38570552,3463,8,132,10,1
38570165,13423,22,137,123,11
38568103,101,2,4,1,0
38570563,2676,193,21,72,4
38531030,1302,44,29,89,3
38568010,3441,3,0,16,0
38558165,782,13,8,23,0
38568533,584,4,7,4,0
38554987,735,42,13,17,2
38541097,7569,90,111,98,3
38566015,49,0,1,3,1
38567038,258,0,1,2,0
38567057,27,0,0,1,1
38512154,202,0,1,2,0
38566224,80,20,6,8,4
38567093,46,0,0,4,1
38566513,192,0,1,2,0
38565289,25247,194,186,115,28
38564062,72,1,2,2,0
38566364,5535,10,21,10,0
37549530,6474,1,43,2,2
38558163,26835,1,92,8,5
38555002,109,0,7,8,1
38548966,73,0,1,2,0
38536271,21,0,1,2,0
38564057,40,0,3,1,0
38564727,109,0,3,2,0
38557602,1895,55,66,21,3
38563819,1354,22,30,70,1
38563247,102,0,2,4,0
38562641,3952,24,61,39,1
38534040,2574,13,6,13,0
38509984,3933,4,32,6,0
38562337,40,0,2,4,0
38562957,859,9,11,12,0
38548907,5610,0,48,11,5
38562520,5424,22,32,17,4
38554609,24,1,2,2,0
38561747,89,13,3,2,0
38559010,128,2,2,1,1
38484256,20346,271,73,239,15
38561381,12710,27,96,106,2
38560601,65,0,2,2,0
38561765,128,5,3,6,1
38541547,277,139,17,32,3
38559824,384,2,5,1,0
38560128,323,1,1,2,0
38535575,85,0,3,4,0
38496219,63,1,7,2,0
38559796,474,1,6,2,0
38559114,1823,22,9,18,1
38560636,53,0,2,4,0
38560149,165,0,6,1,0
38556524,19,1,2,2,0
38559104,176,4,4,2,1
38554824,214,10,1,8,0
38555589,10766,50,21,22,4
38557529,37,0,1,2,0
38557239,238,3,3,4,0
38552780,980,12,28,8,3
38551892,7287,10,12,4,3
38556869,999,0,58,5,4
38556400,119,0,3,8,1
38633470,10299,10,5,1,0
38605876,717,8,2,3,0
38642548,61,14,1,4,2
38631147,12,0,1,4,0
38642768,41,0,0,2,0
38642335,407,1,1,2,0
38624763,1944,36,12,22,4
38552502,83,0,1,2,0
38556356,74556,453,355,908,34
38551550,49,0,3,4,0
38549729,97,34,2,9,5
38553177,8300,59,37,123,0
38548517,59,0,1,2,0
38547320,56,0,2,2,0
38534175,3113,1,2,12,0
38547315,85,0,2,4,0
38546824,87,0,1,2,1
38550291,142,0,2,4,0
38549976,2544,3,16,2,2
38547810,3032,3,17,12,0
38543402,96,9,2,2,0
38547418,2456,0,3,2,1
38546945,3344,22,49,121,2
38545765,47,1,2,6,0
38546313,224,0,2,1,0
38640211,12,0,0,2,1
38639410,3134,20,14,68,7
38629521,2371,234,54,96,11
38627733,818,23,16,18,0
38637489,30,17,3,1,1
38637447,3,0,0,2,0
38632178,1474,0,2,1,1
38626019,298,2,1,9,0
38600112,39,6,0,4,1
38574652,7,0,0,2,1
38636121,1437,23,2,13,3
38617659,1594,29,13,16,1
38635711,149,18,14,17,1
38628723,757,31,11,9,0
38613340,10133,120,92,167,2
38472360,103,0,0,2,0
38611747,368,3,5,16,0
38611689,2473,1,4,1,0
38510862,1611,1,12,10,2
38633246,85237,635,624,829,17
38633321,124,0,0,1,0
38633178,120,0,3,1,0
38621986,291,0,8,14,0
38595151,1214,1,5,14,2
38633194,103,0,5,1,0
38633419,50,2,6,12,1
38632772,34,0,4,2,1
38530394,77,3,3,4,1
38631994,55,0,1,1,0
38622249,28,8,3,4,1
38622178,79,1,1,4,1
38624802,72,28,4,6,1
38628913,11,0,2,2,2
38631976,84,1,2,8,0
38629871,13,0,0,2,0
38633192,46,0,1,1,0
38613617,53,0,0,3,0
38527396,2257,30,33,69,3
38353867,27,4,1,3,0
38625514,49,1,2,8,1
38625537,754,2,2,5,0
38624355,89,0,3,5,1
38624312,886,3,3,5,1
38622841,58,30,2,12,3
38621330,93,25,6,9,2
38622734,367,2,4,4,0
38622233,17,1,2,2,2
38621118,2353,77,50,123,4
38620548,15,0,2,2,3
38616929,5,0,1,2,0
38612977,124,0,4,6,1
38621537,73,0,2,2,0
38623937,326,7,2,7,0
38614075,84,30,7,11,1
38613766,986,88,15,31,2
38622544,10294,36,95,85,4
38622756,9,0,1,2,0
38623303,4678,48,36,30,1
38622617,102871,670,476,455,25
38617530,108,3,0,4,0
38621714,2438,0,13,2,0
38617783,80,0,7,4,3
38617528,21,2,2,1,0
38617607,2188,8,8,17,0
38616523,84,9,2,3,0
38615389,24,3,2,7,1
38616330,10051,91,25,61,2
38613951,37,0,2,4,1
38614665,82,7,4,2,1
38615797,15720,109,172,197,15
38615651,10904,5,28,6,0
38615221,122,2,6,10,6
38613009,5458,110,37,71,3
38615056,343,8,10,17,0
38612210,86,0,5,9,1
38611315,15755,110,71,263,3
38597359,8644,144,71,61,6
38613692,8744,36,331,272,10
38613563,62,1,1,6,1
38612492,90517,3943,931,1288,47
38611307,6729,64,110,109,2
38580024,1887,1,12,3,0
38611799,2133,0,2,4,1
38611800,9340,11,27,4,1
38610297,31,0,1,2,0
38612805,96,4,1,2,0
38612555,36,0,3,4,1
38609401,83331,197,285,916,31
38612913,2192,26,35,66,6
38610799,86,0,1,6,1
38612593,5246,10,64,30,2
38608272,10842,2,70,9,1
38610278,210,2,3,3,0
38592669,4182,4,27,24,1
38605339,33,2,2,3,0
38608752,45,0,1,2,0
38583402,951,2,5,7,0
38606918,917,53,13,35,2
38607787,114,0,4,4,0
38608370,19705,710,231,1099,40
38603231,13076,45,44,64,1
38607157,2180,1,32,4,1
38608894,30,37,1,2,0
38609258,61,0,3,6,0
38602071,169,5,1,4,0
38605947,21254,8,103,4,0
38607278,21,5,2,2,1
38607001,6677,0,20,5,0
38605878,91,0,2,2,0
38607179,6405,20,10,48,1
38599453,547,7,11,9,3
38605162,415,1,6,2,0
38604308,194,0,6,10,3
38605529,2072,17,13,25,1
38602328,72,2,1,2,0
38602433,467,1,7,6,1
38603470,14929,38,80,83,4
38588542,26938,363,5582,2118,226
38586594,6682,249,187,179,13
38586525,1492,4,13,18,1
38564365,3285,7,16,10,0
38600216,37,0,1,1,0
38572487,1912,2,7,1,0
38584032,255,5,5,4,0
38545289,55,9,2,2,2
38463760,10598,39,295,200,5
38600641,300,0,2,12,1
38583723,198,0,2,1,0
38625708,4295,37,88,114,6
38643350,2269,22,13,64,2
38643222,1570,19,14,49,1
38629151,4233,43,37,41,1
38639189,1018,6,14,6,2
37945622,149,0,2,5,0
38639218,575,1,5,4,0
38622419,3237,138,107,136,2
38637852,528,1,2,2,2
38502539,871,4,11,4,1
38522996,136,7,2,5,3
38522484,1025,2,3,2,5
38522246,369,0,4,1,0
38520965,729,2,7,26,3
38520774,174,0,1,1,0
38521013,4046,4,49,11,3
38520147,30377,84,132,44,2
38520244,12562,62,71,68,1
38520286,3687,4,55,5,6
38518473,1143,17,7,7,1
38518305,52,1,1,2,0
38516350,215,0,1,2,0
38447750,1680,5,20,17,2
38511113,11697,5,149,19,3
38511571,4564,23,108,43,10
38511380,90,0,2,2,0
38511363,22290,82,67,38,5
38509218,153,0,3,2,0
38508815,129,1,1,1,0
38506312,5697,8,3,11,0
38505916,2302,1,12,4,2
38506013,193,0,2,2,0
38504963,8807,290,152,696,25
38504459,22484,138,81,161,10
38489540,8505,30,50,152,24
38503470,6228,68,42,65,19
38502544,11285,71,224,369,43
38502507,76,0,6,12,1
38501971,292,23,3,14,1
38501895,48,0,0,2,0
38501697,59,0,0,2,0
38465789,148,3,3,4,2
38499725,1109,15,27,28,3
38479857,29138,169,695,335,10
38477688,3681,12,35,8,8
38496606,38,0,1,4,1
38494996,3414,31,37,73,3
38494364,3161,0,44,7,1
38493382,10057,3,80,3,1
38492708,2217,6,27,8,1
38492446,266,0,2,1,0
38227660,173,0,10,3,0
38377245,228,0,0,2,0
38479016,2954,146,110,5,1
38487117,408,6,4,6,0
38320370,142,0,1,7,1
38484224,232,0,1,2,1
38487208,1900,1,12,1,2
38485117,6232,11,39,100,3
38483787,112,0,0,2,0
38486410,115,0,2,2,0
38478879,1344,6,23,15,0
38484234,15,0,3,4,0
38484049,51,0,1,1,0
38481653,64,0,1,2,0
38471972,286,55,25,30,5
38480106,10263,35,129,26,3
38451593,318,0,7,1,0
38474020,45,0,1,1,0
38473950,1895,0,242,23,4
38464416,20412,16,164,7,5
38468748,23,4,0,4,0
38469959,48,1,1,1,0
38462160,75,1,1,2,2
38468124,7597,21,122,7,4
38466340,18261,629,319,329,24
38465623,280,2,1,6,1
38464793,68,0,1,2,0
38451386,1439,19,28,19,4
38465185,1807,7,12,4,0
38456514,322,0,4,6,0
38465469,253,0,6,6,1
38464701,135,0,0,2,0
38463950,233,1,4,16,2
38463197,53,0,0,2,1
38426028,7109,4,89,6,3
38408259,12834,9,145,14,1
38439417,58,0,0,2,1
38434789,12634,233,148,216,8
37376867,221,1,7,12,1
38460844,42098,2267,651,3690,154
38459853,4755,60,100,47,1
38459904,108,0,1,2,2
38458598,22,0,0,2,0
38448447,183,0,7,6,2
38455679,9887,100,55,155,4
38438156,56502,222,519,390,33
38455368,28764,179,93,132,9
38455074,263,1,7,2,3
38410758,5475,7,128,24,1
38455023,60,0,1,6,1
38453229,6827,8,8,6,10
38433785,1343,4,10,5,0
38454744,22,0,1,2,0
38454364,79157,1842,3913,5634,409
38453491,2543,6,8,16,1
38399755,7149,9,32,51,3
38452991,705,2,8,1,0
38437011,1237,0,4,2,0
38452120,50,0,8,7,0
38435735,182,6,2,8,4
38452259,47,0,6,8,2
38451775,109,7,3,9,3
38311147,21,0,0,2,0
38451721,3591,1,110,7,4
38450376,712,3,19,14,0
38449981,28,0,0,2,0
38422736,13190,68,388,327,48
38448170,98,0,0,2,0
38447991,3021,4,84,12,2
38421855,244,4,3,6,0
38447353,15,0,0,2,0
38444414,139,8,3,10,7
38430138,14406,16,530,46,20
38444988,11032,150,447,16,8
38441845,2995,26,30,48,0
38441304,975,23,8,6,0
38392518,3085,2,35,1,1
38441397,4487,111,29,46,4
37807159,3002,17,57,59,4
38437014,12751,55,125,111,10
38437029,175,1,2,22,4
38430771,238,23,2,3,1
38439047,853,5,7,22,1
38437995,51,2,0,6,2
38437364,10810,108,105,131,6
38436614,26825,403,1171,1320,388
38436059,560,49,7,45,2
38434956,86,4,0,4,0
38434799,2542,19,52,24,2
38433342,1984,4,15,10,1
38421794,19428,256,277,904,28
38432903,165,2,1,2,1
38431154,3198,30,17,27,4
38431447,101,0,0,1,0
38430814,1326,0,7,4,0
38431106,813,2,6,3,0
38430918,653,1,2,3,0
38430867,493,5,6,3,0
38360225,74,0,0,1,0
38315856,1695,3,21,24,1
38417181,35,0,1,2,0
38428568,18477,448,947,829,18
38423375,8441,355,96,455,7
38391078,186024,193,1955,3801,723
38400872,512,3,22,1,0
38423043,7959,16,18,2,3
38422190,6600,70,153,71,7
38418050,723,7,26,22,1
38389758,6575,111,80,125,1
37956111,482,7,0,4,0
38407842,5197,10,74,23,2
38419889,1028,1,21,5,0
38418978,20,0,0,2,0
38377994,165,0,5,1,0
38417633,4025,25,213,69,1
38413519,13242,146,485,146,156
38414109,892,7,9,8,0
38410503,36,1,0,2,1
38414824,39,2,0,2,1
38407674,3185,29,71,33,0
38407156,77,0,2,8,0
38406536,45,0,0,3,1
38410360,12776,372,288,2912,23
38410052,434,0,9,4,2
38385968,60,4,3,4,0
38408912,6371,43,416,68,12
38404929,168,0,5,2,0
38407358,36949,138,532,62,17
38403213,143,0,2,2,1
38406595,2142,3,12,4,4
38400905,2425,29,16,5,1
38401306,497,22,16,28,1
38399370,11040,236,205,161,7
38399707,6876,5,207,52,2
38400444,1045,3,12,1,2
38396697,85,1,1,2,1
38400259,16227,295,373,401,64
38398370,287,5,3,2,0
38400652,163,1,13,1,0
38399760,958,0,75,8,2
38332622,128,1,0,10,1
38394552,3384,18,41,10,0
38397459,48,0,0,6,0
38397298,43,0,0,1,0
38393340,13154,23,215,8,6
38395461,432,1,4,6,0
38371064,36,0,0,2,0
38372345,1605,15,18,70,4
38390201,1777,6,28,2,1
38390963,353,4,15,25,1
38327332,46,16,1,4,0
38389888,164,0,2,4,1
38388889,20,0,1,1,0
38389356,191,0,1,2,0
38353275,9383,75,158,82,10
38388486,4274,3,80,2,0
38387734,1602,2,96,54,2
38387938,2337,0,21,4,12
38385490,1297,2,11,2,1
38385451,1961,9,14,3,2
38385635,7668,2,36,2,4
38384468,1457,30,9,48,0
38386989,95,0,2,2,1
38384100,391,0,8,1,2
38370441,73,2,2,2,1
38326879,3776,42,107,24,5
38383487,160,0,4,6,0
38382632,73,0,3,6,1
38383040,489,2,11,10,4
38382405,71,0,1,2,1
38382786,6823,32,260,48,50
38381423,1076,14,4,11,1
38380439,16728,348,472,661,26
38355708,9361,26,33,43,2
38354603,15047,1061,584,2664,26
38353274,64,1,2,4,2
38339318,973,111,7,27,0
38311334,80,0,3,9,1
38381693,256,10,8,8,1
38380958,198,1,1,12,0
38380813,88,0,0,1,0
38380328,31107,987,590,3490,127
38380281,5120,42,91,27,2
38380533,135,0,0,2,2
38635928,106,15,3,11,4
38610500,2204,12,47,31,0
38572900,2721,9,21,9,1
38629359,25,1,0,6,2
38631931,3726,106,43,74,2
38629808,256,0,1,6,1
38624475,44,0,0,2,0
38618950,33,1,0,2,0
38618370,28,0,0,2,1
38620261,223,6,6,10,0
38625438,2241,7,8,33,4
38623568,11,0,0,1,0
38612741,783,0,23,13,6
38623590,20,0,1,1,0
38619134,64,0,1,2,0
38378069,1014,57,7,40,1
38378297,151,0,8,1,1
38375809,993,1,11,12,1
38375806,169,0,0,4,1
38374570,653,4,9,7,3
38375324,1165,1,2,8,1
38374706,50,1,1,5,0
38374963,6037,5,69,8,3
38371642,120,2,1,6,0
38372069,2133,31,32,26,10
38346496,1299,108,35,20,2
38366941,2880,29,210,59,19
38368772,713,1,18,1,0
38367718,723,0,1,5,0
38619306,51,1,0,2,1
38620206,1713,0,3,2,0
38618329,176,2,6,30,2
38618485,22,0,2,4,1
38616109,29,0,0,2,1
38614731,2654,10,18,14,4
38615234,37,0,1,2,1
38612423,104,0,2,1,4
38606632,26791,3,131,7,0
38611044,337,1,6,4,3
38592634,1147,1,20,3,1
38327346,657,0,22,3,0
38607501,98,0,1,5,1
38610905,197,1,2,2,1
38610893,66,0,3,2,1
38608002,22635,0,47,1,3
38612212,41,0,0,2,1
38609407,1227,25,27,23,6
38605313,56,0,0,1,0
38607289,334,5,2,7,0
38608859,47,0,1,2,1
38604088,2498,11,18,71,4
38606993,1012,4,8,19,0
38603252,12943,1,4,2,5
38604075,112,0,1,2,1
38605147,32,0,1,2,0
38589635,38996,2418,131,273,7
38604899,61,0,3,6,0
38603430,22,3,1,2,2
38597466,19113,66,56,137,6
38601638,13869,439,423,391,23
38582178,9549,103,101,150,2
38572507,1234,4,18,4,0
38518158,245,6,3,3,1
38599856,8,0,0,2,0
38602310,311,15,10,14,1
38599878,127,0,0,2,0
38598279,1628,0,4,4,0
38598954,2373,0,1,4,1
38597895,230,0,5,2,0
38599637,2215,1,3,4,1
38572200,59769,249,119,336,13
38564159,4336,128,37,56,2
38558978,62750,224,643,279,8
38597748,439,2,6,2,0
38596822,2061,6,7,9,2
38593606,2582,40,54,119,7
38594474,14031,4,19,13,4
38594513,6637,10,14,38,1
38568450,129,3,5,19,2
38554911,3717,9,112,69,3
38543084,2780,28,22,24,1
38592795,117,3,3,2,0
38587928,13,1,0,4,0
38589551,32631,106,84,64,14
38574066,165,3,2,4,0
38590394,1638,5,15,8,2
38590354,1302,16,19,36,8
38588113,44,0,2,2,0
38577138,5871,39,21,78,3
38588079,1263,0,1,1,1
38572370,4521,42,49,69,2
38552962,9859,99,52,107,5
38520328,25094,237,210,262,4
38586517,2637,3,35,8,3
38585852,11807,4,260,36,8
38587540,20,0,1,2,1
38377639,69,0,0,2,0
38564108,10526,133,27,209,1
38583860,282,1,1,12,1
38583204,1480,5,10,10,2
38582539,276,6,5,10,1
38581145,1993,5,20,6,4
38580456,746,2,8,6,3
38580065,139,0,0,2,2
38577556,246,1,17,6,1
38576372,695,4,4,6,1
38576580,5204,13,29,65,13
38574675,124,3,2,2,0
38518888,186,1,1,4,0
38573256,739,11,10,12,0
38573237,1549,0,2,2,0
38573068,336,3,7,3,1
38574513,206,1,2,9,1
38572128,171,2,1,2,3
38553867,26,0,2,2,3
38573377,52,3,1,2,2
38548236,71,0,1,6,0
38572545,55,0,1,2,1
38571111,2571,4,11,8,1
38566836,240,0,9,5,0
38569463,24,0,2,8,2
38568573,179,2,1,4,0
38568607,32,0,1,2,3
38568046,1232,12,9,7,0
38560168,22791,158,120,278,48
38555164,6990,78,63,94,19
38568779,9091,15,90,45,1
38568200,320,1,0,2,0
38567312,2105,2,8,3,0
38563987,55012,738,406,3471,38
38545968,2923,4,19,7,6
38564846,1063,11,20,47,1
38564854,1531,19,16,16,1
38540972,1620,0,5,2,0
38564858,138,0,2,1,0
38557561,129,0,3,4,1
38557753,25,0,0,2,0
38555567,8916,68,78,43,2
38555436,19,0,0,2,0
38549923,151,0,2,2,1
38549597,229,1,3,3,1
38548267,33,0,0,4,0
38548166,41,4,1,9,1
38547236,164,0,2,4,0
38547973,77,2,2,2,0
38544756,135,4,3,4,2
38546669,36600,2,98,6,4
38540280,30139,4,102,5,1
38541882,1386,8,20,13,2
38543316,52,2,1,2,1
38542378,5021,6,46,68,8
38540634,361,3,3,14,1
38540573,823,0,6,2,0
38541812,11970,84,62,143,48
38540480,2420,2,4,5,2
38539000,33,0,0,2,1
38538465,2834,21,88,29,10
38538891,1151,9,7,23,0
38515127,2691,1,7,8,2
38536490,11493,27,266,93,9
38535786,38368,738,142,463,35
38530165,18533,10,12,2,6
38534539,386,7,12,15,2
38391130,20294,31,380,93,13
38533609,3843,0,18,1,0
38508551,118,2,2,4,1
38533446,196,0,3,5,1
38532978,57,0,1,10,0
38533146,176,0,2,1,0
38501746,4113,458,211,142,9
38530914,15694,15,32,103,11
38486250,28762,119,413,263,20
38530849,326,0,7,2,0
38528326,165,1,1,4,1
38463059,767,6,9,4,0
38527114,349,0,4,15,2
38527145,3369,2,40,9,1
38524469,62561,1563,941,794,30
38525282,1834,34,20,29,1
38525324,319,8,2,12,1
38525237,57,0,2,2,1
38483323,2287,29,49,41,11
38524465,47144,298,430,274,23
38523448,23106,91,278,86,5
38644110,395,1,14,16,4
38643210,373,0,7,1,0
38373644,1250,1,15,12,5
38369510,8078,36,112,14,15
38369208,954,2,97,10,2
38368546,56,0,1,2,3
38366389,219,0,25,2,1
38365107,2866,42,39,35,2
38356693,76,1,3,6,4
38354152,430,0,27,4,1
38354513,1555,26,11,62,3
38354553,2584,17,62,17,6
38350597,2237,62,121,176,7
38340177,21,0,1,1,0
38327100,157,0,1,4,0
38328882,14,0,0,2,0
38347255,1736,18,103,72,7
38337374,205,0,8,4,1
38335385,270,1,22,1,1
38332771,56,5,1,10,1
38332531,674,7,18,15,0
38336678,1701,3,48,1,4
38327606,113,1,15,2,0
38325921,739,37,6,9,1
38321035,759,0,19,3,2
38315550,4180,68,213,32,5
38318818,54,0,4,5,0
38195663,144,0,15,1,0
38310392,123,0,3,1,0
38301729,407,19,20,6,0
38300877,40,0,3,2,1
38282024,330,0,27,2,1
38298169,1511,2,43,61,4
38294209,567,4,18,4,3
38295814,1517,9,63,8,1
38243885,2934,35,88,56,7
38288178,366,0,40,2,1
38280220,1209,17,12,45,2
38281157,5384,48,324,125,14
38278593,349,3,17,7,0
38274772,197,0,23,1,1
38274591,237,0,46,1,0
38195250,145,0,11,1,3
38271284,8949,35,37,9,0
38258205,1464,10,25,8,2
38264840,1424,6,118,12,2
38258441,178,2,1,4,2
38258043,33,0,1,2,1
38261618,15622,143,801,305,31
38261197,6867,73,93,32,1
38261025,395,0,48,2,0
38250592,11461,32,32,12,7
38249781,137,1,4,1,0
38248964,65,0,4,1,1
38172801,428,6,23,12,3
38242509,3214,9,132,15,6
38243216,330,1,3,2,0
38247177,5213,13,117,29,5
